timeindex,s_be,s_bb,w_be,w_bb,h_bb
2016-01-18 20:00:00,0,0,0.0859,0.0723,0.45
2016-01-18 21:00:00,0,0,0.0996,0.0826,0.45
2016-01-18 22:00:00,0,0,0.108,0.0906,0.45
2016-01-18 23:00:00,0,0,0.1044,0.0921,0.45
2016-01-19 00:00:00,0,0,0.0874,0.0875,0.45
2016-01-19 01:00:00,0,0,0.0734,0.0826,0.45
2016-01-19 02:00:00,0,0,0.067,0.079,0.45
2016-01-19 03:00:00,0,0,0.0637,0.0771,0.45
2016-01-19 04:00:00,0,0,0.063,0.0766,0.45
2016-01-19 05:00:00,0,0,0.0699,0.0789,0.45
2016-01-19 06:00:00,0,0,0.0897,0.0832,0.45
2016-01-19 07:00:00,0.0473,0.0439,0.1021,0.0894,0.45
2016-01-19 08:00:00,0.1436,0.1628,0.0689,0.0808,0.45
2016-01-19 09:00:00,0.2739,0.3123,0.0396,0.0649,0.45
2016-01-19 10:00:00,0.3192,0.3639,0.0813,0.1083,0.45
2016-01-19 11:00:00,0.3172,0.3574,0.1346,0.145,0.45
2016-01-19 12:00:00,0.269,0.2923,0.1646,0.1609,0.45
2016-01-19 13:00:00,0.153,0.1789,0.153,0.155,0.45
2016-01-19 14:00:00,0.0389,0.0559,0.1497,0.1459,0.45
2016-01-19 15:00:00,0,0,0.213,0.1851,0.45
2016-01-19 16:00:00,0,0,0.245,0.2202,0.45
2016-01-19 17:00:00,0,0,0.2437,0.2266,0.45
2016-01-19 18:00:00,0,0,0.2184,0.205,0.45
2016-01-19 19:00:00,0,0,0.1949,0.1922,0.45
2016-01-19 20:00:00,0,0,0.1899,0.1766,0.45
2016-01-19 21:00:00,0,0,0.1801,0.174,0.45
2016-01-19 22:00:00,0,0,0.1786,0.1703,0.45
2016-01-19 23:00:00,0,0,0.191,0.1809,0.45
2016-01-20 00:00:00,0,0,0.2079,0.1902,0.45
2016-01-20 01:00:00,0,0,0.1883,0.1847,0.45
2016-01-20 02:00:00,0,0,0.1711,0.1874,0.45
2016-01-20 03:00:00,0,0,0.1713,0.1781,0.45
2016-01-20 04:00:00,0,0,0.1591,0.1675,0.45
2016-01-20 05:00:00,0,0,0.1419,0.1554,0.45
2016-01-20 06:00:00,0,0,0.1211,0.1403,0.45
2016-01-20 07:00:00,0.0049,0.0054,0.1027,0.1265,0.45
2016-01-20 08:00:00,0.0313,0.0338,0.0619,0.0833,0.45
2016-01-20 09:00:00,0.0551,0.0639,0.035,0.0534,0.45
2016-01-20 10:00:00,0.0762,0.0858,0.0273,0.0511,0.45
2016-01-20 11:00:00,0.0802,0.091,0.0217,0.0544,0.45
2016-01-20 12:00:00,0.0662,0.0776,0.0169,0.0533,0.45
2016-01-20 13:00:00,0.0375,0.045,0.0161,0.0465,0.45
2016-01-20 14:00:00,0.0094,0.0119,0.0277,0.0545,0.45
2016-01-20 15:00:00,0,0,0.0556,0.0815,0.45
2016-01-20 16:00:00,0,0,0.0826,0.0989,0.45
2016-01-20 17:00:00,0,0,0.0989,0.1069,0.45
2016-01-20 18:00:00,0,0,0.1003,0.1068,0.45
2016-01-20 19:00:00,0,0,0.0959,0.1036,0.45
2016-01-20 20:00:00,0,0,0.088,0.0979,0.45
2016-01-20 21:00:00,0,0,0.0831,0.0935,0.45
2016-01-20 22:00:00,0,0,0.0843,0.0964,0.45
2016-01-20 23:00:00,0,0,0.096,0.1014,0.45
2016-01-21 00:00:00,0,0,0.1016,0.1071,0.45
2016-01-21 01:00:00,0,0,0.1091,0.1144,0.45
2016-01-21 02:00:00,0,0,0.1074,0.1168,0.45
2016-01-21 03:00:00,0,0,0.1104,0.1202,0.45
2016-01-21 04:00:00,0,0,0.1127,0.1194,0.45
2016-01-21 05:00:00,0,0,0.1114,0.113,0.45
2016-01-21 06:00:00,0,0,0.1121,0.106,0.45
2016-01-21 07:00:00,0.0098,0.0135,0.1017,0.0964,0.45
2016-01-21 08:00:00,0.049,0.0645,0.072,0.0732,0.45
2016-01-21 09:00:00,0.0787,0.1186,0.0511,0.0527,0.45
2016-01-21 10:00:00,0.1134,0.1722,0.0459,0.0522,0.45
2016-01-21 11:00:00,0.1364,0.1878,0.0403,0.0489,0.45
2016-01-21 12:00:00,0.1092,0.1634,0.0331,0.0431,0.45
2016-01-21 13:00:00,0.0686,0.1063,0.024,0.0349,0.45
2016-01-21 14:00:00,0.036,0.0399,0.0229,0.0325,0.45
2016-01-21 15:00:00,0,0,0.024,0.0345,0.45
2016-01-21 16:00:00,0,0,0.0171,0.03,0.45
2016-01-21 17:00:00,0,0,0.0111,0.0262,0.45
2016-01-21 18:00:00,0,0,0.0093,0.0275,0.45
2016-01-21 19:00:00,0,0,0.0131,0.0369,0.45
2016-01-21 20:00:00,0,0,0.0311,0.0538,0.45
2016-01-21 21:00:00,0,0,0.064,0.0735,0.45
2016-01-21 22:00:00,0,0,0.0954,0.0853,0.45
2016-01-21 23:00:00,0,0,0.1083,0.0827,0.45
2016-01-22 00:00:00,0,0,0.0987,0.0713,0.45
2016-01-22 01:00:00,0,0,0.0761,0.0571,0.45
2016-01-22 02:00:00,0,0,0.0543,0.0434,0.45
2016-01-22 03:00:00,0,0,0.0396,0.0331,0.45
2016-01-22 04:00:00,0,0,0.033,0.0261,0.45
2016-01-22 05:00:00,0,0,0.0394,0.0262,0.45
2016-01-22 06:00:00,0,0,0.0454,0.0327,0.45
2016-01-22 07:00:00,0.0293,0.0447,0.0381,0.0384,0.45
2016-01-22 08:00:00,0.127,0.171,0.0323,0.0378,0.45
2016-01-22 09:00:00,0.2831,0.3356,0.0297,0.0326,0.45
2016-01-22 10:00:00,0.3315,0.3934,0.0324,0.0372,0.45
2016-01-22 11:00:00,0.3322,0.397,0.0284,0.0414,0.45
2016-01-22 12:00:00,0.2902,0.3503,0.0281,0.0478,0.45
2016-01-22 13:00:00,0.2041,0.2508,0.0334,0.0592,0.45
2016-01-22 14:00:00,0.0789,0.1005,0.0644,0.0909,0.45
2016-01-22 15:00:00,0,0.0001,0.1666,0.1865,0.45
2016-01-22 16:00:00,0,0,0.3149,0.2814,0.45
2016-01-22 17:00:00,0,0,0.3933,0.3175,0.45
2016-01-22 18:00:00,0,0,0.365,0.308,0.45
2016-01-22 19:00:00,0,0,0.3246,0.2911,0.45
2016-01-22 20:00:00,0,0,0.3001,0.2764,0.45
2016-01-22 21:00:00,0,0,0.2794,0.2638,0.45
2016-01-22 22:00:00,0,0,0.2573,0.2526,0.45
2016-01-22 23:00:00,0,0,0.2341,0.2386,0.45
2016-01-23 00:00:00,0,0,0.2096,0.2139,0.45
2016-01-23 01:00:00,0,0,0.1869,0.1889,0.45
2016-01-23 02:00:00,0,0,0.1691,0.1683,0.45
2016-01-23 03:00:00,0,0,0.1574,0.1548,0.45
2016-01-23 04:00:00,0,0,0.1409,0.1394,0.45
2016-01-23 05:00:00,0,0,0.1273,0.1239,0.45
2016-01-23 06:00:00,0,0,0.1146,0.1099,0.45
2016-01-23 07:00:00,0.0007,0.0013,0.0891,0.0946,0.45
2016-01-23 08:00:00,0.0079,0.0108,0.0567,0.0757,0.45
2016-01-23 09:00:00,0.0151,0.0209,0.0386,0.067,0.45
2016-01-23 10:00:00,0.02,0.0262,0.036,0.0789,0.45
2016-01-23 11:00:00,0.0168,0.0219,0.0573,0.1132,0.45
2016-01-23 12:00:00,0.0122,0.0164,0.103,0.1522,0.45
2016-01-23 13:00:00,0.0042,0.0085,0.1943,0.1823,0.45
2016-01-23 14:00:00,0,0.0008,0.251,0.2145,0.45
2016-01-23 15:00:00,0,0,0.2951,0.2529,0.45
2016-01-23 16:00:00,0,0,0.3359,0.2863,0.45
2016-01-23 17:00:00,0,0,0.3449,0.2977,0.45
2016-01-23 18:00:00,0,0,0.3679,0.3144,0.45
2016-01-23 19:00:00,0,0,0.3721,0.3139,0.45
2016-01-23 20:00:00,0,0,0.3389,0.28,0.45
2016-01-23 21:00:00,0,0,0.3359,0.2668,0.45
2016-01-23 22:00:00,0,0,0.3699,0.2779,0.45
2016-01-23 23:00:00,0,0,0.2907,0.2472,0.45
2016-01-24 00:00:00,0,0,0.2036,0.2003,0.45
2016-01-24 01:00:00,0,0,0.1829,0.1914,0.45
2016-01-24 02:00:00,0,0,0.1726,0.1853,0.45
2016-01-24 03:00:00,0,0,0.1359,0.16,0.45
2016-01-24 04:00:00,0,0,0.1213,0.1425,0.45
2016-01-24 05:00:00,0,0,0.1337,0.1429,0.45
2016-01-24 06:00:00,0,0,0.1597,0.1534,0.45
2016-01-24 07:00:00,0.0021,0.0045,0.1701,0.1604,0.45
2016-01-24 08:00:00,0.0122,0.0188,0.1493,0.1442,0.45
2016-01-24 09:00:00,0.0432,0.0504,0.0931,0.1105,0.45
2016-01-24 10:00:00,0.0862,0.1073,0.0569,0.0763,0.45
2016-01-24 11:00:00,0.1441,0.1567,0.045,0.06,0.45
2016-01-24 12:00:00,0.1335,0.1566,0.0439,0.0618,0.45
2016-01-24 13:00:00,0.1132,0.1264,0.0751,0.083,0.45
2016-01-24 14:00:00,0.0388,0.0529,0.1379,0.137,0.45
2016-01-24 15:00:00,0,0,0.2144,0.2016,0.45
2016-01-24 16:00:00,0,0,0.2776,0.256,0.45
2016-01-24 17:00:00,0,0,0.3054,0.2805,0.45
2016-01-24 18:00:00,0,0,0.2906,0.2704,0.45
2016-01-24 19:00:00,0,0,0.2409,0.2409,0.45
2016-01-24 20:00:00,0,0,0.206,0.2171,0.45
2016-01-24 21:00:00,0,0,0.1881,0.2028,0.45
2016-01-24 22:00:00,0,0,0.1894,0.2029,0.45
2016-01-24 23:00:00,0,0,0.208,0.2219,0.45
2016-01-25 00:00:00,0,0,0.2267,0.245,0.45
2016-01-25 01:00:00,0,0,0.2434,0.2585,0.45
2016-01-25 02:00:00,0,0,0.3117,0.2688,0.45
2016-01-25 03:00:00,0,0,0.3701,0.3068,0.45
2016-01-25 04:00:00,0,0,0.424,0.351,0.45
2016-01-25 05:00:00,0,0,0.477,0.3937,0.45
2016-01-25 06:00:00,0,0,0.4888,0.4279,0.45
2016-01-25 07:00:00,0.0007,0.0008,0.4841,0.4161,0.45
2016-01-25 08:00:00,0.0103,0.0126,0.4491,0.3786,0.45
2016-01-25 09:00:00,0.0197,0.0257,0.3559,0.3314,0.45
2016-01-25 10:00:00,0.0315,0.037,0.3237,0.2747,0.45
2016-01-25 11:00:00,0.0341,0.042,0.2819,0.2458,0.45
2016-01-25 12:00:00,0.034,0.0417,0.2404,0.2145,0.45
2016-01-25 13:00:00,0.0319,0.0369,0.2087,0.2083,0.45
2016-01-25 14:00:00,0.015,0.0162,0.2451,0.2177,0.45
2016-01-25 15:00:00,0,0,0.2521,0.2375,0.45
2016-01-25 16:00:00,0,0,0.257,0.2462,0.45
2016-01-25 17:00:00,0,0,0.2787,0.2566,0.45
2016-01-25 18:00:00,0,0,0.3156,0.2695,0.45
2016-01-25 19:00:00,0,0,0.3263,0.2712,0.45
2016-01-25 20:00:00,0,0,0.2921,0.2576,0.45
2016-01-25 21:00:00,0,0,0.2689,0.2508,0.45
2016-01-25 22:00:00,0,0,0.256,0.2481,0.45
2016-01-25 23:00:00,0,0,0.2236,0.2475,0.45
2016-01-26 00:00:00,0,0,0.1979,0.2392,0.45
2016-01-26 01:00:00,0,0,0.1981,0.2424,0.45
2016-01-26 02:00:00,0,0,0.2034,0.254,0.45
2016-01-26 03:00:00,0,0,0.2276,0.2747,0.45
2016-01-26 04:00:00,0,0,0.2624,0.3035,0.45
2016-01-26 05:00:00,0,0,0.3126,0.3275,0.45
2016-01-26 06:00:00,0,0,0.4013,0.364,0.45
2016-01-26 07:00:00,0.0195,0.0205,0.4137,0.3871,0.45
2016-01-26 08:00:00,0.0566,0.0895,0.3844,0.3612,0.45
2016-01-26 09:00:00,0.0769,0.1285,0.373,0.3352,0.45
2016-01-26 10:00:00,0.0643,0.1281,0.36,0.2934,0.45
2016-01-26 11:00:00,0.0535,0.0881,0.3311,0.2792,0.45
2016-01-26 12:00:00,0.0419,0.0621,0.2997,0.2579,0.45
2016-01-26 13:00:00,0.0293,0.0435,0.2491,0.2457,0.45
2016-01-26 14:00:00,0.0103,0.0131,0.2844,0.2914,0.45
2016-01-26 15:00:00,0,0,0.3633,0.3598,0.45
2016-01-26 16:00:00,0,0,0.4443,0.4017,0.45
2016-01-26 17:00:00,0,0,0.5846,0.4539,0.45
2016-01-26 18:00:00,0,0,0.643,0.5047,0.45
2016-01-26 19:00:00,0,0,0.6963,0.5228,0.45
2016-01-26 20:00:00,0,0,0.6314,0.5501,0.45
2016-01-26 21:00:00,0,0,0.5603,0.55,0.45
2016-01-26 22:00:00,0,0,0.4998,0.5317,0.45
2016-01-26 23:00:00,0,0,0.4987,0.5287,0.45
2016-01-27 00:00:00,0,0,0.4974,0.5264,0.45
2016-01-27 01:00:00,0,0,0.5151,0.531,0.45
2016-01-27 02:00:00,0,0,0.5223,0.5315,0.45
2016-01-27 03:00:00,0,0,0.536,0.5377,0.45
2016-01-27 04:00:00,0,0,0.6731,0.5596,0.45
2016-01-27 05:00:00,0,0,0.6567,0.5973,0.45
2016-01-27 06:00:00,0,0,0.8103,0.6082,0.45
2016-01-27 07:00:00,0.0053,0.0083,0.7658,0.5889,0.45
2016-01-27 08:00:00,0.0189,0.0327,0.6158,0.5992,0.45
2016-01-27 09:00:00,0.0294,0.054,0.4883,0.5564,0.45
2016-01-27 10:00:00,0.0548,0.0758,0.4187,0.5208,0.45
2016-01-27 11:00:00,0.0661,0.0746,0.459,0.5652,0.45
2016-01-27 12:00:00,0.0512,0.0583,0.6421,0.6165,0.45
2016-01-27 13:00:00,0.0374,0.0414,0.6784,0.6215,0.45
2016-01-27 14:00:00,0.0194,0.0211,0.6871,0.6274,0.45
2016-01-27 15:00:00,0,0,0.7543,0.6399,0.45
2016-01-27 16:00:00,0,0,0.7237,0.6278,0.45
2016-01-27 17:00:00,0,0,0.7238,0.603,0.45
2016-01-27 18:00:00,0,0,0.6643,0.5875,0.45
2016-01-27 19:00:00,0,0,0.7506,0.6243,0.45
2016-01-27 20:00:00,0,0,0.6147,0.5898,0.45
2016-01-27 21:00:00,0,0,0.5547,0.563,0.45
2016-01-27 22:00:00,0,0,0.6483,0.5795,0.45
2016-01-27 23:00:00,0,0,0.7964,0.615,0.45
2016-01-28 00:00:00,0,0,0.7927,0.6207,0.45
2016-01-28 01:00:00,0,0,0.7623,0.61,0.45
2016-01-28 02:00:00,0,0,0.8167,0.6105,0.45
2016-01-28 03:00:00,0,0,0.7907,0.5993,0.45
2016-01-28 04:00:00,0,0,0.7828,0.6506,0.45
2016-01-28 05:00:00,0,0,0.6854,0.63,0.45
2016-01-28 06:00:00,0,0,0.7734,0.5913,0.45
2016-01-28 07:00:00,0.0206,0.0214,0.6788,0.6142,0.45
2016-01-28 08:00:00,0.1419,0.1251,0.6846,0.6251,0.45
2016-01-28 09:00:00,0.2235,0.2246,0.8181,0.6533,0.45
2016-01-28 10:00:00,0.289,0.3189,0.8258,0.6874,0.45
2016-01-28 11:00:00,0.2966,0.3518,0.7948,0.6708,0.45
2016-01-28 12:00:00,0.2598,0.318,0.6914,0.6165,0.45
2016-01-28 13:00:00,0.1827,0.2285,0.5453,0.5234,0.45
2016-01-28 14:00:00,0.065,0.0882,0.4414,0.4312,0.45
2016-01-28 15:00:00,0.0006,0.0011,0.4591,0.4215,0.45
2016-01-28 16:00:00,0,0,0.457,0.4059,0.45
2016-01-28 17:00:00,0,0,0.4296,0.3839,0.45
2016-01-28 18:00:00,0,0,0.405,0.3592,0.45
2016-01-28 19:00:00,0,0,0.3971,0.3485,0.45
2016-01-28 20:00:00,0,0,0.3726,0.3318,0.45
2016-01-28 21:00:00,0,0,0.3344,0.3137,0.45
2016-01-28 22:00:00,0,0,0.3383,0.3079,0.45
2016-01-28 23:00:00,0,0,0.3333,0.2882,0.45
2016-01-29 00:00:00,0,0,0.3317,0.2738,0.45
2016-01-29 01:00:00,0,0,0.3254,0.2688,0.45
2016-01-29 02:00:00,0,0,0.2846,0.2656,0.45
2016-01-29 03:00:00,0,0,0.256,0.2721,0.45
2016-01-29 04:00:00,0,0,0.3043,0.3026,0.45
2016-01-29 05:00:00,0,0,0.3603,0.341,0.45
2016-01-29 06:00:00,0,0,0.3724,0.3565,0.45
2016-01-29 07:00:00,0.0306,0.0429,0.3416,0.3442,0.45
2016-01-29 08:00:00,0.0666,0.0955,0.3411,0.3436,0.45
2016-01-29 09:00:00,0.0676,0.1145,0.3626,0.3654,0.45
2016-01-29 10:00:00,0.0783,0.124,0.5463,0.5159,0.45
2016-01-29 11:00:00,0.0686,0.1291,0.6896,0.613,0.45
2016-01-29 12:00:00,0.038,0.0897,0.7683,0.6686,0.45
2016-01-29 13:00:00,0.0238,0.0523,0.8467,0.7254,0.45
2016-01-29 14:00:00,0.0061,0.0164,0.9247,0.7677,0.45
2016-01-29 15:00:00,0,0,0.9474,0.7817,0.45
2016-01-29 16:00:00,0,0,0.9858,0.7906,0.45
2016-01-29 17:00:00,0,0,1.0173,0.7829,0.45
2016-01-29 18:00:00,0,0,0.9717,0.7593,0.45
2016-01-29 19:00:00,0,0,0.9333,0.7294,0.45
2016-01-29 20:00:00,0,0,0.9031,0.7077,0.45
2016-01-29 21:00:00,0,0,0.882,0.7066,0.45
2016-01-29 22:00:00,0,0,0.8601,0.685,0.45
2016-01-29 23:00:00,0,0,0.852,0.653,0.45
2016-01-30 00:00:00,0,0,0.7413,0.6286,0.45
2016-01-30 01:00:00,0,0,0.73,0.6439,0.45
2016-01-30 02:00:00,0,0,0.8681,0.6689,0.45
2016-01-30 03:00:00,0,0,0.8523,0.6574,0.45
2016-01-30 04:00:00,0,0,0.8166,0.6447,0.45
2016-01-30 05:00:00,0,0,0.7393,0.6566,0.45
2016-01-30 06:00:00,0,0,0.8523,0.6873,0.45
2016-01-30 07:00:00,0.0097,0.0255,0.911,0.7063,0.45
2016-01-30 08:00:00,0.0319,0.0594,0.9741,0.7405,0.45
2016-01-30 09:00:00,0.0444,0.0711,0.9944,0.7634,0.45
2016-01-30 10:00:00,0.0432,0.069,0.9947,0.7802,0.45
2016-01-30 11:00:00,0.0337,0.0487,1.0201,0.794,0.45
2016-01-30 12:00:00,0.0233,0.0312,1.0144,0.7891,0.45
2016-01-30 13:00:00,0.0123,0.0165,0.9963,0.7766,0.45
2016-01-30 14:00:00,0.0028,0.004,1.013,0.7585,0.45
2016-01-30 15:00:00,0,0,1.0188,0.7374,0.45
2016-01-30 16:00:00,0,0,0.9766,0.6945,0.45
2016-01-30 17:00:00,0,0,0.8854,0.6383,0.45
2016-01-30 18:00:00,0,0,0.744,0.5687,0.45
2016-01-30 19:00:00,0,0,0.6278,0.5085,0.45
2016-01-30 20:00:00,0,0,0.5364,0.4764,0.45
2016-01-30 21:00:00,0,0,0.4816,0.4674,0.45
2016-01-30 22:00:00,0,0,0.4896,0.4738,0.45
2016-01-30 23:00:00,0,0,0.5516,0.4902,0.45
2016-01-31 00:00:00,0,0,0.528,0.5025,0.45
2016-01-31 01:00:00,0,0,0.4796,0.5083,0.45
2016-01-31 02:00:00,0,0,0.6921,0.5529,0.45
2016-01-31 03:00:00,0,0,0.8294,0.5937,0.45
2016-01-31 04:00:00,0,0,0.8137,0.6193,0.45
2016-01-31 05:00:00,0,0,0.7953,0.6195,0.45
2016-01-31 06:00:00,0,0.0001,0.8318,0.6336,0.45
2016-01-31 07:00:00,0.0651,0.0693,0.804,0.5999,0.45
2016-01-31 08:00:00,0.1719,0.1857,0.7628,0.5564,0.45
2016-01-31 09:00:00,0.2633,0.2918,0.7713,0.613,0.45
2016-01-31 10:00:00,0.3056,0.3374,0.8561,0.6863,0.45
2016-01-31 11:00:00,0.2835,0.3209,0.882,0.7003,0.45
2016-01-31 12:00:00,0.2314,0.263,0.8141,0.6643,0.45
2016-01-31 13:00:00,0.1636,0.1735,0.7128,0.6099,0.45
2016-01-31 14:00:00,0.0487,0.0495,0.5883,0.5286,0.45
2016-01-31 15:00:00,0.0001,0.0003,0.539,0.4825,0.45
2016-01-31 16:00:00,0,0,0.4638,0.3932,0.45
2016-01-31 17:00:00,0,0,0.366,0.3267,0.45
2016-01-31 18:00:00,0,0,0.3493,0.3275,0.45
2016-01-31 19:00:00,0,0,0.3366,0.3321,0.45
2016-01-31 20:00:00,0,0,0.3203,0.3246,0.45
2016-01-31 21:00:00,0,0,0.2844,0.3027,0.45
2016-01-31 22:00:00,0,0,0.243,0.2766,0.45
2016-01-31 23:00:00,0,0,0.197,0.2396,0.45
2016-02-01 00:00:00,0,0,0.1587,0.2063,0.45
2016-02-01 01:00:00,0,0,0.1726,0.2017,0.45
2016-02-01 02:00:00,0,0,0.1873,0.2092,0.45
2016-02-01 03:00:00,0,0,0.1834,0.1946,0.45
2016-02-01 04:00:00,0,0,0.1367,0.1525,0.45
2016-02-01 05:00:00,0,0,0.0899,0.1034,0.45
2016-02-01 06:00:00,0,0,0.0727,0.0946,0.45
2016-02-01 07:00:00,0.0106,0.0103,0.0843,0.1002,0.45
2016-02-01 08:00:00,0.0339,0.0333,0.0646,0.0783,0.45
2016-02-01 09:00:00,0.0549,0.0555,0.0461,0.0677,0.45
2016-02-01 10:00:00,0.0479,0.0528,0.0671,0.0942,0.45
2016-02-01 11:00:00,0.02,0.0269,0.1303,0.1587,0.45
2016-02-01 12:00:00,0.0074,0.012,0.265,0.2934,0.45
2016-02-01 13:00:00,0.0034,0.006,0.6044,0.5104,0.45
2016-02-01 14:00:00,0.0015,0.0047,0.9297,0.6848,0.45
2016-02-01 15:00:00,0,0.0001,1.0507,0.7758,0.45
2016-02-01 16:00:00,0,0,1.107,0.8187,0.45
2016-02-01 17:00:00,0,0,1.1258,0.8345,0.45
2016-02-01 18:00:00,0,0,1.1756,0.8507,0.45
2016-02-01 19:00:00,0,0,1.1924,0.8584,0.45
2016-02-01 20:00:00,0,0,1.1823,0.8562,0.45
2016-02-01 21:00:00,0,0,1.1824,0.8557,0.45
2016-02-01 22:00:00,0,0,1.1548,0.8542,0.45
2016-02-01 23:00:00,0,0,1.1574,0.8562,0.45
2016-02-02 00:00:00,0,0,1.1893,0.8563,0.45
2016-02-02 01:00:00,0,0,1.1973,0.8512,0.45
2016-02-02 02:00:00,0,0,1.1747,0.8464,0.45
2016-02-02 03:00:00,0,0,1.1541,0.8427,0.45
2016-02-02 04:00:00,0,0,1.0816,0.8229,0.45
2016-02-02 05:00:00,0,0,1.0291,0.8067,0.45
2016-02-02 06:00:00,0,0,1.0086,0.7861,0.45
2016-02-02 07:00:00,0.0466,0.0421,0.9931,0.7814,0.45
2016-02-02 08:00:00,0.1163,0.1099,0.9748,0.7783,0.45
2016-02-02 09:00:00,0.1748,0.1849,0.9873,0.7842,0.45
2016-02-02 10:00:00,0.2146,0.2489,1.0483,0.817,0.45
2016-02-02 11:00:00,0.2465,0.2773,1.1068,0.8454,0.45
2016-02-02 12:00:00,0.1957,0.2097,1.0893,0.8277,0.45
2016-02-02 13:00:00,0.1565,0.1366,1.0448,0.7959,0.45
2016-02-02 14:00:00,0.0427,0.0336,0.9346,0.7488,0.45
2016-02-02 15:00:00,0.0001,0.0001,0.8506,0.7076,0.45
2016-02-02 16:00:00,0,0,0.8148,0.6778,0.45
2016-02-02 17:00:00,0,0,0.8123,0.6641,0.45
2016-02-02 18:00:00,0,0,0.8546,0.6947,0.45
2016-02-02 19:00:00,0,0,0.9107,0.7293,0.45
2016-02-02 20:00:00,0,0,0.917,0.7463,0.45
2016-02-02 21:00:00,0,0,0.928,0.7641,0.45
2016-02-02 22:00:00,0,0,0.972,0.7954,0.45
2016-02-02 23:00:00,0,0,1.055,0.823,0.45
2016-02-03 00:00:00,0,0,1.1013,0.8365,0.45
2016-02-03 01:00:00,0,0,1.1364,0.8362,0.45
2016-02-03 02:00:00,0,0,1.1113,0.8266,0.45
2016-02-03 03:00:00,0,0,1.0526,0.7991,0.45
2016-02-03 04:00:00,0,0,0.9968,0.7659,0.45
2016-02-03 05:00:00,0,0,0.9211,0.7257,0.45
2016-02-03 06:00:00,0.0003,0.0007,0.7721,0.6661,0.45
2016-02-03 07:00:00,0.0909,0.103,0.6014,0.5901,0.45
2016-02-03 08:00:00,0.1828,0.2063,0.5696,0.5352,0.45
2016-02-03 09:00:00,0.2743,0.2991,0.7053,0.6055,0.45
2016-02-03 10:00:00,0.3192,0.3463,0.819,0.6589,0.45
2016-02-03 11:00:00,0.328,0.3537,0.8173,0.6565,0.45
2016-02-03 12:00:00,0.2902,0.3115,0.7897,0.6381,0.45
2016-02-03 13:00:00,0.2124,0.2263,0.7377,0.5982,0.45
2016-02-03 14:00:00,0.1008,0.1025,0.6504,0.5476,0.45
2016-02-03 15:00:00,0.0057,0.0058,0.6561,0.5472,0.45
2016-02-03 16:00:00,0,0,0.6997,0.5677,0.45
2016-02-03 17:00:00,0,0,0.731,0.5543,0.45
2016-02-03 18:00:00,0,0,0.7453,0.5223,0.45
2016-02-03 19:00:00,0,0,0.7288,0.5057,0.45
2016-02-03 20:00:00,0,0,0.6556,0.4921,0.45
2016-02-03 21:00:00,0,0,0.5993,0.5048,0.45
2016-02-03 22:00:00,0,0,0.498,0.4779,0.45
2016-02-03 23:00:00,0,0,0.4896,0.4319,0.45
2016-02-04 00:00:00,0,0,0.5186,0.423,0.45
2016-02-04 01:00:00,0,0,0.5006,0.4291,0.45
2016-02-04 02:00:00,0,0,0.3964,0.4013,0.45
2016-02-04 03:00:00,0,0,0.391,0.3888,0.45
2016-02-04 04:00:00,0,0,0.4053,0.3968,0.45
2016-02-04 05:00:00,0,0,0.4714,0.4077,0.45
2016-02-04 06:00:00,0,0,0.4281,0.4316,0.45
2016-02-04 07:00:00,0.0034,0.0073,0.4426,0.426,0.45
2016-02-04 08:00:00,0.0162,0.0239,0.452,0.3931,0.45
2016-02-04 09:00:00,0.0283,0.0393,0.4647,0.4293,0.45
2016-02-04 10:00:00,0.0315,0.0455,0.439,0.4381,0.45
2016-02-04 11:00:00,0.0322,0.0482,0.4411,0.435,0.45
2016-02-04 12:00:00,0.0276,0.043,0.3753,0.3951,0.45
2016-02-04 13:00:00,0.0162,0.027,0.2809,0.3143,0.45
2016-02-04 14:00:00,0.0047,0.0087,0.2177,0.254,0.45
2016-02-04 15:00:00,0,0,0.1743,0.2496,0.45
2016-02-04 16:00:00,0,0,0.1589,0.2362,0.45
2016-02-04 17:00:00,0,0,0.1456,0.2134,0.45
2016-02-04 18:00:00,0,0,0.1626,0.2126,0.45
2016-02-04 19:00:00,0,0,0.1799,0.213,0.45
2016-02-04 20:00:00,0,0,0.194,0.1969,0.45
2016-02-04 21:00:00,0,0,0.2114,0.2024,0.45
2016-02-04 22:00:00,0,0,0.2401,0.205,0.45
2016-02-04 23:00:00,0,0,0.2071,0.1798,0.45
2016-02-05 00:00:00,0,0,0.2029,0.1671,0.45
2016-02-05 01:00:00,0,0,0.1563,0.1569,0.45
2016-02-05 02:00:00,0,0,0.1409,0.1538,0.45
2016-02-05 03:00:00,0,0,0.1684,0.156,0.45
2016-02-05 04:00:00,0,0,0.1416,0.1401,0.45
2016-02-05 05:00:00,0,0,0.1629,0.1384,0.45
2016-02-05 06:00:00,0,0,0.1583,0.1329,0.45
2016-02-05 07:00:00,0.0124,0.017,0.144,0.1241,0.45
2016-02-05 08:00:00,0.0378,0.054,0.1323,0.1183,0.45
2016-02-05 09:00:00,0.0633,0.0984,0.1363,0.134,0.45
2016-02-05 10:00:00,0.0855,0.1392,0.1504,0.1591,0.45
2016-02-05 11:00:00,0.1195,0.1614,0.1711,0.1795,0.45
2016-02-05 12:00:00,0.0785,0.1209,0.155,0.177,0.45
2016-02-05 13:00:00,0.0467,0.0689,0.1236,0.1471,0.45
